id,left,top,right,bottom,GSA,depth_mean,depth_stde,depth_min,depth_max,n_km2,X,Y,n_particles,Sin,Sout,nsry,spwn
842,15.55000013,42.25,15.65000013,42.15,17,105.575168261098,5.9526517217034,94.6500015258789,117.050003051758,695.603435942857,15.6,42.2,543.9999999999994,400.2000000000005,600.3000000000001,752.0952380952381,516.2857142857137
843,15.65000013,42.25,15.75000013,42.15,17,100.161968396045,12.1548874070047,0.0,112.849998474121,601.914941019048,15.7,42.2,735.2105263157893,726.2999999999987,678.9,657.2380952380952,665.2380952380945
844,15.75000013,42.25,15.85000013,42.15,17,103.821376010051,10.0460607480244,0.0,113.150001525879,564.823443795238,15.8,42.2,1162.5789473684197,1278.2499999999989,674.0,603.7619047619047,1122.0476190476172
845,15.85000013,42.25,15.95000013,42.15,17,111.618549375898,3.74511350925168,102.900001525879,118.900001525879,604.436721985714,15.9,42.2,587.1578947368412,536.35,637.8000000000001,667.5238095238095,575.7142857142843
846,15.95000013,42.25,16.05000013,42.15,17,117.004296971692,3.57943760660245,108.0,127.699996948242,701.928021819048,16.0,42.2,728.1052631578937,642.8499999999988,618.5500000000001,754.952380952381,728.4761904761885
847,16.05000013,42.25,16.15000013,42.15,17,124.186938049065,4.0595946806207,112.75,132.399993896484,804.341512,16.1,42.2,486.4210526315775,394.7000000000005,857.3,855.7142857142858,471.666666666666
848,16.15000013,42.25,16.25000013,42.15,17,126.583765806423,3.40153677351205,106.64933013916,132.399993896484,814.395432761905,16.2,42.2,313.8421052631566,294.2000000000009,955.35,867.2857142857143,296.0952380952376
849,16.25000013,42.25,16.35000013,42.15,17,129.072953387267,3.54684931304225,106.848770141602,139.568359375,752.654082885714,16.3,42.2,785.9999999999986,731.7999999999985,756.7,790.1904761904761,762.2857142857121
850,16.35000013,42.25,16.45000013,42.15,17,134.819710099863,4.43088213787456,127.199996948242,151.08984375,702.0132639,16.4,42.2,781.6842105263156,546.6499999999994,519.15,751.2380952380951,753.8571428571403
851,16.45000013,42.25,16.55000013,42.15,17,147.788179031677,7.01271346668163,134.199996948242,166.199996948242,768.073286466667,16.5,42.2,1060.8947368421036,733.3999999999988,508.5,802.7619047619048,1008.4761904761879
852,16.55000013,42.25,16.65000013,42.15,17,168.46628144549,8.47671224464489,148.699996948242,192.5,1089.71724283333,16.6,42.2,850.2631578947359,504.0500000000008,855.1,1176.2380952380952,799.0476190476166
853,16.65000013,42.25,16.75000013,42.15,17,192.428591620591,14.7902783042335,179.300003051758,230.25,1563.7947436619,16.7,42.2,1493.157894736839,681.399999999999,900.3499999999999,1636.8571428571427,1409.6666666666615
854,16.75000013,42.25,16.85000013,42.15,17,228.341970461938,25.3863993745706,184.75,380.0,1621.8144008,16.8,42.2,543.7368421052613,305.7000000000002,1288.5,1459.0,517.1428571428568
855,16.85000013,42.25,16.95000013,42.15,17,384.142648531331,126.811317739334,225.199996948242,664.950012207031,498.230563004762,16.9,42.2,142.526315789474,136.70000000000005,344.0,319.5238095238095,131.33333333333363
856,16.95000013,42.25,17.05000013,42.15,18,659.666456487444,133.218918836724,349.950012207031,831.950012207031,0.0,17.0,42.2,145.4210526315793,142.49999999999997,0.0,0.0,136.0000000000001
857,18.25000013,42.25,18.35000013,42.15,18,699.548255138927,154.813032179224,307.874572753906,985.849975585938,0.0,18.3,42.2,402.2105263157875,371.4500000000011,0.0,0.0,332.0476190476183
858,18.35000013,42.25,18.45000013,42.15,18,319.618720023168,74.9512101743141,209.0,707.5,343.989905400476,18.4,42.2,573.9473684210517,547.6499999999992,254.35,302.0952380952381,489.1428571428571
859,18.45000013,42.25,18.55000013,42.15,18,198.000142147144,16.934475325505,151.9609375,252.484375,3028.40023066667,18.5,42.2,3382.368421052632,2004.0999999999967,1724.65,3029.619047619047,3439.571428571442
860,18.55000013,42.25,18.65000013,42.15,18,140.468990549445,22.2942435927853,111.774391174316,182.3125,1718.69055886667,18.6,42.2,2892.157894736844,2133.9500000000094,993.3,1808.4761904761906,2997.904761904773
861,18.65000013,42.25,18.75000013,42.15,18,117.999264191422,7.16765109010566,93.8000030517578,153.199996948242,1419.7303594,18.7,42.2,1584.6842105263145,883.1499999999983,769.3499999999999,1473.5238095238094,1610.095238095237
862,18.75000013,42.25,18.85000013,42.15,18,88.6971423580415,12.6593316403154,29.08984375,115.099998474121,1195.10820031905,18.8,42.2,859.7894736842106,613.5499999999996,824.35,1094.4761904761906,890.7619047619042
863,18.85000013,42.25,18.95000013,42.15,18,47.431161920747,30.5914245159135,0.0,97.9606246948242,932.122340242857,18.9,42.2,787.1052631578951,305.40000000000003,378.25,848.7142857142858,778.6666666666664
864,14.75000013,42.15,14.85000013,42.05,17,11.0304587460446,6.0257776050023,0.0,24.9500007629395,14.932377476,14.8,42.1,9.578947368421051,6.4999999999999964,0.0,0.0,10.190476190476186
865,14.85000013,42.15,14.95000013,42.05,17,22.8432237216168,8.00843179907302,9.0,51.7999992370605,122.646887452857,14.9,42.1,143.89473684210532,45.64999999999998,0.0,122.80952380952381,136.4761904761904
866,14.95000013,42.15,15.05000013,42.05,17,41.524880633586,14.8166357953202,17.8500003814697,73.5,383.417281161905,15.0,42.1,341.3684210526312,103.69999999999992,203.8,469.52380952380946,322.095238095238
